No_,"Manufacturer ID",Description,Price,"Retail Price Incl_ GST",AvailableQty,Rocklea,Sydney,"Net Weight","Brand Code","Product Group Code","Minor Category 1","Minor Category 2","Vendor Name","Vendor URL","Item URL",Warranty,Dimension,"Item Description",Image
II360841,AR-HDMI-8K-1,"ARK CAB HDMI-W-ETHERNET-8K-1M",14.50,22.99,1,1,0,0,ARK,CAB,CAB-HDMI,#,Arkin,www.arkin.com,,,,"Arkin AR-HDMI-8K-1, HDMI 2.1 Cable with Ethernet, Male to Male, Speed: 48Gb/s, Length: 1m, Black, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II360841/full/1707201126.jpg
II360837,AR-HDMI-4K-3,"ARK CAB HDMI-W-ETHERNET-4K-3M",8.50,18.99,1,1,0,0,ARK,CAB,CAB-HDMI,#,Arkin,www.arkin.com,,,,"Arkin AR-HDMI-4K-3, HDMI 2.0 Cable with Ethernet, Male to Male, Speed: 18Gb/s, Length: 3m, Black, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II360837/full/1707200921.jpg
II360844,AR-HDMI-FLAT-1,"ARK CAB HDMI-FLAT-W-ETHERNET-4K-1M",7.00,12.99,1,1,0,0,ARK,CAB,CAB-HDMI,#,Arkin,www.arkin.com,,,,"Arkin AR-HDMI-FLAT-1, HDMI 2.0 Flat Cable with Ethernet, Male to Male, Speed: 18Gb/s, Length: 1m, Black, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II360844/full/1707201564.jpg
II360842,AR-HDMI-8K-3,"ARK CAB HDMI-W-ETHERNET-8K-3M",21.50,32.99,8,8,0,0,ARK,CAB,CAB-HDMI,#,Arkin,www.arkin.com,,,,"Arkin AR-HDMI-8K-3, HDMI 2.1 Cable with Ethernet, Male to Male, Speed: 48Gb/s, Length: 3m, Black, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II360842/full/1707201234.jpg
II360843,AR-HDMI-FLAT-.5,"ARK CAB HDMI-FLAT-W-ETHERNET-4K-0.5M",6.00,10.99,2,2,0,0,ARK,CAB,CAB-HDMI,#,Arkin,www.arkin.com,,,,"Arkin AR-HDMI-FLAT-.5, HDMI 2.0 Flat Cable with Ethernet, Male to Male, Speed: 18Gb/s, Length: 0.5m, Black, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II360843/full/1707201426.jpg
II360870,CMK32GX5M2B6000C30,"COR MEM 5-32GB-CMK32GX5M2B6000C30",224.00,299,5,5,0,0,COR,MEM,MEM-DESKTOP,MEM-DDR5,Corsair,https://www.corsair.com,https://www.corsair.com/us/en/p/memory/cmk32gx5m2b6000c30/vengeance-32gb-2x16gb-ddr5-dram-6000mt-s-c30-memory-kit-black-cmk32gx5m2b6000c30,"Limited Lifetime",,"Corsair CMK32GX5M2B6000C30, Vengeance, DIMM DDR5 32GB(2x16GB), 6000MHz, CL30, 1.40V, Black, Limited Lifetime Warranty",https://images.auscomp.au/uploads/images/II360870/thumbs/250/0CMK32GX5M2B6000C30.jpg
II360903,CP-9020279-AU,"COR PSU 750W-CMPSU-CX750-BLACK",85.00,150,11,11,0,0,COR,PSU,PSU-ATX,PSU-750W,Corsair,https://www.corsair.com,https://www.corsair.com/ww/en/p/psu/cp-9020279-au/cx-series-cx750-750-watt-80-plus-bronze-atx-power-supply-au-cp-9020279-au,"3 Year ",,"Corsair CP-9020279-AU, CX Series, 750W, 80 Plus Bronze, Fan: 120mm, ATX, 3 Year Warranty ",https://images.auscomp.au/uploads/images/II360903/full/1707440748.jpg
II360993,"MAG A750BN PCIE5","MSI PSU 750W-MAG-A750BN-PCIE5",79.25,178,14,14,0,0,MSI,PSU,PSU-ATX,PSU-750W,MSI,https://www.msi.com,https://www.msi.com/Power-Supply/MAG-A750BN-PCIE5/Specification,"5 Year",,"MSI MAG A750BN PCIE5, 750W, 80 Plus Bronze, Fan: 120mm, ATX, 5 Year Warranty ",https://images.auscomp.au/uploads/images/II360993/thumbs/250/0mag_a750bn_pcie5_05_1.png
II361055,UK-ULTRA,"UBI LAN UK-ULTRA",131.50,161.7,2,2,0,0,UBI,LAN,LAN-ACCESSPOINT,#,Ubiquiti,https://techspecs.ui.com,https://techspecs.ui.com/category/other/uk-ultra,"2 Year ",,"Ubiquiti UK-ULTRA, Swiss Army Knife Ultra Indoor/Outdoor PoE Access Point, 1xGbE PoE RJ-45 Port, MIMO, Wireless AC, 2 Year Waranty ",https://images.auscomp.au/uploads/images/II361055/full/1708329346.jpg
II361099,63B4GAR6AU,"LEN LCD 24-63B4GAR6AU",267.00,426.36,2,2,0,0,LEN,LCD,LCD-23-24,LCD-MONITORS,Lenovo,https://www.lenovo.com/au/en,,"3 Year ",,"Lenovo 63B4GAR6AU, ThinkVision P24Q-30, 23.8"" IPS WLED QHD Screen, 2560x1440, 16:9, 4ms, 1xHDMI, 2xDP, 1xVGA, USB, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361099/full/0/01075541680.jpg
II361103,63DFKAR4AU,"LEN LCD 27-63DFKAR4AU",182.00,231.66,19,5,14,0,LEN,LCD,LCD-27,LCD-MONITORS,Lenovo,https://www.lenovo.com/au,,"3 Year ",,"Lenovo 63DFKAR4AU, ThinkVision S27I-30, 27"" IPS WLED, 1920x1080, 16:9, 4ms, 100Hz, 2xHDMI, 1xVGA, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361103/full/0/01077904837.jpg
II361098,63EDMAR2AU,"LEN LCD 24-63EDMAR2AU",157.00,259,16,0,16,0,LEN,LCD,LCD-23-24,LCD-MONITORS,Lenovo,www.lenovo.com,https://www.lenovo.com/au/en/p/accessories-and-software/monitors/office/63edmar2au?orgRef=https%253A%252F%252Fwww.google.com%252F,"3 Year ",,"Lenovo 63EDMAR2AU, ThinkVision E24-30, 23.8"" IPS WLED, 1920x1080, 16:9, 4ms, 100Hz, 1xHDMI, 1xDP, 1xVGA, Speakers, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361098/full/0/01079378685.jpg
II361108,63B0MAR6AU,"LEN LCD 22-63B0MAR6AU",193.00,299,1,1,0,0,LEN,LCD,LCD-23-24,LCD-MONITORS,Lenovo,https://www.lenovo.com/au/en,,"3 Year",,"Lenovo 63B0MAR6AU, ThinkVision T22i-30, 21.5"" IPS WLED FHD Screen, 1920x1080, 16:9, 4ms, 1xHDMI, 1xDP, 1xVGA, USB, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361108/full/0/01074898695.jpg
II361102,63DEKAR3AU,"LEN LCD 24-63DEKAR3AU",147.00,235.45,20+,20+,14,0,LEN,LCD,LCD-23-24,LCD-MONITORS,Lenovo,https://www.lenovo.com/au/en,https://www.lenovo.com/au/en/p/accessories-and-software/monitors/office/63dekar3au?orgRef=https%253A%252F%252Fwww.google.com%252F&srsltid=AfmBOoreZWXbQ9mttg0C5x43MhXxeX29XQk5jJaEP3cs7JNnKm4T7CCt,"3 Year ",,"Lenovo 63DEKAR3AU, ThinkVision S24I-30, 23.8"" IPS WLED FHD Screen, 1920x1080, 16:9, 4ms, 100Hz, 1xHDMI, 1xVGA, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361102/full/0/01077904836.jpg
II361105,63A3GAR1AU,"LEN LCD 27-63A3GAR1AU",369.00,709,7,5,2,0,LEN,LCD,LCD-27,LCD-MONITORS,Lenovo,https://www.lenovo.com/au/en,,"3 Year",,"Lenovo 63A3GAR1AU, ThinkVision T27h-30, 27"" IPS WLED QHD Screen, 2560x1440, 16:9, 4ms, 1xHDMI, 2xDP, USB, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361105/full/0/01074237756.jpg
II361106,63D6UAR3AU,"LEN LCD 27-63D6UAR3AU",465.00,699.09,2,2,0,0,LEN,LCD,LCD-27,LCD-MONITORS,Lenovo,https://www.lenovo.com,https://www.lenovo.com/au/en/p/accessories-and-software/monitors/office/63d6uar3au?orgRef=https%253A%252F%252Fwww.google.com%252F,"3 Year",,"Lenovo 63D6UAR3AU, ThinkVision T27hv-30, 27"" IPS WLED Screen, 2560x1440, 16:9, 4ms, 75Hz, 1xHDMI, 1xDP, 1xDP Out, USB, Webcam, Speakers, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361106/full/0/01077100497.jpg
II361158,CP-9020277-AU,"COR PSU 550W-CMPSU-CX550-BLACK",68.00,79,1,1,0,0,COR,PSU,PSU-ATX,PSU-550W,Corsair,https://corsair.com,https://corsair.com/ww/en/p/psu/cp-9020277-na/cx-series-cx550-550-watt-80-plus-bronze-atx-power-supply-cp-9020277-na#tab-techspecs,"5 Year ",,"Corsair CP-9020277-AU, CX Series, 550W, 80 Plus Bronze, Fan: 120mm, ATX, MTBF: 100,000 Hours, 5 Year Warranty ",https://images.auscomp.au/uploads/images/II361158/thumbs/250/0cx550_01.avif
II361159,CP-9020278-AU,"COR PSU 650W-CPMPSU-CX650-BLACK",76.50,131,20+,20+,0,0,COR,PSU,PSU-ATX,PSU-650W,Corsair,https://www.corsair.com,https://www.corsair.com/ww/en/p/psu/cp-9020278-au/cx-series-cx650-650-watt-80-plus-bronze-atx-power-supply-au-cp-9020278-au,"5 Year ",,"Corsair CP-9020278-AU, CX Series, 650W, 80 Plus Bronze, Fan: 120mm, ATX, MTBF: 100,000 Hours, 5 Year Warranty ",https://images.auscomp.au/uploads/images/II361159/full/cx650_01.avif
II361201,USW-PRO-8-POE,"UBI LAN USW-PRO-8-POE",518.75,590,1,1,0,0,UBI,LAN,LAN-SWITCH,#,Ubiquiti,https://techspecs.ui.com,https://techspecs.ui.com/unifi/switching/usw-pro-8-poe,"2 Year ",,"Ubiquiti USW-PRO-8-POE, UniFi Pro 8 PoE Network Switch, 6xGbE PoE+ Ports, 2xGbE PoE++ Ports, 2x10G SFP+ Ports, PoE Budget: 120W, 2 Year Warranty",https://images.auscomp.au/uploads/images/II361201/full/1708920004.jpg
II361280,VL-RJ45-CP,"VOL CNV USB-C-RJ45-W-PD3.0-ADAPTER",20.75,25,15,15,0,0,VOL,CNV,CNV-LAN,#,Volans,https://www.volans.com,https://www.volans.com.au/product/vl-rj45-cp/,"1 Year",,"Volans VL-RJ45-CP, Aluminium USB-C to GbE Network Adapter with PD3.0, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361280/full/1709104196.jpg
II361294,BST150-4T,"SYN NAS 4TB-BST150-4T",384.00,453.64,2,2,0,0,SYN,NAS,NAS,#,Synology,https://www.synology.com/,https://synology.com/en-au/support/download/BST150-4T#docs,"3 Year ",,"Synology BST150-4T, BeeStation, 1 Bay NAS, Tower, Realtek RTD1619B, 1GB DDR4 RAM, 1xGbE RJ-45 Port, 2xUSB3.2, 3 Year Warranty	",https://images.auscomp.au/uploads/images/II361294/full/1709087568.jpg
II361296,"M2 MINI SILVER","ZAL CAS M2-MINI-SILVER",69.00,89,2,2,0,0,ZAL,CAS,MINI-ITX,BUSINESS,Zalman,https://www.zalman.com,https://www.zalman.com/US/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1092&searchCategory1=5&searchCategory2=60&searchCategory3=-99&searchKey=&searchWord=&active=pro_featureTab#pro_det,"1 Year",,"Zalman M2 MINI SILVER, Mini-ITX, Drive Bays: 2x2.5"", Expansion Slot: 2, Motherboard Support: Mini-ITX, Pre-Installed Fan: 1x80mm, Silver, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361296/full/1709106711.jpg
II361297,"M2 MINI GRAY","ZAL CAS M2-MINI-GRAY",69.00,89,2,2,0,0,ZAL,CAS,MINI-ITX,BUSINESS,Zalman,https://www.zalman.com/,https://www.zalman.com/US/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1097&searchCategory1=5&searchCategory2=60&searchCategory3=-99&searchKey=&searchWord=&active=pro_specTab#pro_detail,"1 Year",,"Zalman M2 MINI GRAY, Mini-ITX, Drive Bays: 2x2.5"", Expansion Slot: 2EA, Motherboard Support: Mini-ITX, Pre-Installed Fan: 1x80mm, Gray, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361297/full/1709106948.jpg
II361299,"I4 TG WHITE","ZAL CAS I4-TG-WHITE",69.00,70,3,3,0,0,ZAL,CAS,MID-TOWER,GAMING,Zalman,https://www.zalman.com,https://www.zalman.com/PL/Product/ProductDetail.do?pageIndex=1&pageSize=10&pageUnit=12&productSeq=1481&searchCategory1=5&searchCategory2=59&searchCategory3=-99&searchKey=&searchWord=,"1 Year",,"Zalman I4 TG WHITE, Mid-Tower, Tempered Glass, Drive Bays: 2x3.5""(Combo), 2x2.5"", Expansion Slot: 7+2, Motherboard Support: ATX/mATX/Mini-ITX, Pre-Installed Fan: 4x140mm RGB, White, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361299/full/1709189571.jpg
II361301,"I6 WHITE","ZAL CAS I6-WHITE",76.00,110.11,5,5,0,0,ZAL,CAS,#,#,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1490&searchCategory1=5&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=&active=pro_specTab#pro_detai,,,"Zalman I6 WHITE, Mid-Tower, Tempered Glass, Drive Bays: 2x3.5""(Cage), 3x2.5"", Expansion Slot: 7, Motherboard Support: E-ATX/ATX/mATX/Mini-ITX, Pre-Installed Fan: 4x140mm, RGB, White, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361301/full/1711342053.jpg
II361308,"CNPS80G REV.3","ZAL FAN CNPS80G-REV.3",13.50,20,50+,50+,0,0,ZAL,FAN,#,#,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1383&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=CNPS80G+REV.3&active=pro_spec,"3 Year",,"Zalman CNPS80G Rev.3, CPU Air Cooler, Size: 1x85mm Fan, Socket: Intel LGA 1700/1200/115X, AMD AM5/AM4/AM3+/AM3, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361308/full/1711349192.jpg
II361304,"ALPHA2 A24 WHITE","ZAL FAN ALPHA2-A24-WHITE",103.00,135,1,1,0,0,ZAL,FAN,CPU-LIQUID-COOLER,FAN-120MM,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1517&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ALPHA2+A24&active=pro_specTab,"5 Year ",,"Zalman ALPHA2 A24 WHITE, AIO Liquid CPU Cooler, 2x120mm ARGB Fan, Socket: Intel LGA 1700/1200/115X, AMD AM5/AM4, 5 Year Warranty",https://images.auscomp.au/uploads/images/II361304/full/1709106835.jpg
II361306,"ALPHA2 A36 WHITE","ZAL FAN ALPHA2-A36-WHITE",125.00,165,12,12,0,0,ZAL,FAN,CPU-LIQUID-COOLER,FAN-120MM,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1518&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=alpha2+a36,"5 Year ",,"Zalman ALPHA2 A36 WHITE, AIO Liquid CPU Cooler, 3x120mm ARGB Fan, Socket: Intel LGA 1700/1200/115X, AMD AM5/AM4, 5 Year Warranty",https://images.auscomp.au/uploads/images/II361306/full/1711347690.jpg
II361310,"ZM-AF120 ARGB BLACK","ZAL FAN 120MM-ZM-AF120-ARGB-BLACK",13.00,20,50+,20+,5,0,ZAL,FAN,CASEFAN,FAN-120MM,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1509&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM-AF120+ARGB+BLACK&active=pr,"1 Year ",,"Zalman ZM-AF120 ARGB BLACK, Size: 120mm, PWM, Airflow: 69.12CFM, Noise: 29.7dBA, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361310/full/1711344013.jpg
II361312,ZM-STC10,"ZAL FAN THERMAL-COMPOUND-ZM-STC10",6.00,10,50+,20+,20,0,ZAL,FAN,PASTE,#,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1495&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM-STC10&active=pro_featureTa,,,"Zalman ZM-STC10, Superconducting Thermal Compound, 2g, Gray, 1 Year Warranty ",https://images.auscomp.au/uploads/images/II361312/full/1711342857.jpg
II361314,ZM650-GV3,"ZAL PSU 650W-GIGAMAX-III-80PLUS-BRONZE",85.00,127.27,2,0,2,0,ZAL,PSU,PSU-ATX,PSU-650W,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1498&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM650-GV3,"5 Year",,"Zalman ZM650-GV3, GigaMax III, 650W, 80 Plus Bronze, Semi Modular, Fan: 120mm, ATX, MTBF: 100,000 Hours, 5 Year Warranty (PCIe 5.0 ready)",https://images.auscomp.au/uploads/images/II361314/full/1709168083.jpg
II361316,ZM850-GV3,"ZAL PSU 850W-GIGAMAX-III-80PLUS-BRONZE",105.00,135,50+,50+,0,0,ZAL,PSU,PSU-ATX,PSU-850W,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1492&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM850-GV3&active=pro_specTab#,"5 Year",,"Zalman ZM850-GV3, GigaMax III, 850W, 80 Plus Bronze, Semi Modular, Fan: 120mm, ATX, MTBF: 100,000 Hours, 5 Year Warranty (PCIe 5.0 ready)",https://images.auscomp.au/uploads/images/II361316/full/1709168879.jpg
II361317,ZM750-TMX2,"ZAL PSU 750W-TERAMAX-II-80PLUS-GOLD",125.00,190,20+,20,1,0,ZAL,PSU,PSU-ATX,PSU-750W,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1437&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM750-TMX2&active=pro_specTab,"10 Year",,"Zalman ZM750-TMX2, TeraMax II, 750W, 80 Plus Gold, Fully Modular, Fan: 120mm, ATX, MTBF: 100,000 Hours, 10 Year Warranty (PCIe 5.0 ready)",https://images.auscomp.au/uploads/images/II361317/full/1709169056.jpg
II361319,ZM850-TMX2,"ZAL PSU 850W-TERAMAX-II-80PLUS-GOLD",170.00,230,2,0,2,0,ZAL,PSU,PSU-ATX,PSU-850W,Zalman,https://www.zalman.com,https://www.zalman.com/US/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1438&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM850-TMX2&active=pro_specTab,"10 Year ",,"Zalman ZM850-TMX2, TeraMax II, 850W, 80 Plus Gold, Fully Modular, Fan: 120mm, ATX, MTBF: 100,000 Hours, 10 Year Warranty (PCIe 5.0 ready)",https://images.auscomp.au/uploads/images/II361319/full/1709179754.jpg
II361321,ZM1000-TMX2,"ZAL PSU 1000W-TERAMAX-II-80PLUS-GOLD",200.00,255,14,14,0,0,ZAL,PSU,PSU-ATX,PSU-1000W,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1439&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=ZM1000-TMX2&active=pro_specTa,"10 Year",,"Zalman ZM1000-TMX2, TeraMax II, 1000W, 80 Plus Gold, Fully Modular, Fan: 120mm, ATX, MTBF: 100,000 Hours, 10 Year Warranty (PCIe 5.0 ready) ",https://images.auscomp.au/uploads/images/II361321/full/1709183858.jpg
II361328,ZM-RCG422,"ZAL CAB PCIE-4.0-RISER-CABLE-ZM-RCG422",62.00,77,20+,20+,0,0,ZAL,CAB,CAB-OTHER,#,Zalman,https://www.zalman.com,https://www.zalman.com/EN/Product/ProductDetail.do?pageIndex=1&pageSize=10&productSeq=1144&searchCategory1=0&searchCategory2=-99&searchCategory3=-99&searchKey=&searchWord=&active=pro_specTab#pro_detai,,,"Zalman ZM-RCG422, Riser Cable, PCI-Ex16 Male to Female, Length: 220mm, Black, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361328/full/1711335915.jpg
II361356,"PRO MP275Q","MSI LCD 27-PRO-MP275Q",172.00,299,7,7,0,0,MSI,LCD,LCD-27,LCD-MONITORS,MSI,https://www.msi.com,https://www.msi.com/Business-Productivity-Monitor/PRO-MP275Q/Specification,"3 Year ",,"*Price Vaild Till 2nd NOV 2025* MSI PRO MP275Q, Pro, 27"" IPS, 2560x1440, 16:9, 1ms, 100Hz, Adaptive Sync, 2xHDMI, 1xDP, Speakers, VESA, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361356/full/1711587298.jpg
II361402,4Q8N4AA,"HPL LCD 24-Z24Q-G3-4Q8N4AA",249.00,662.2,18,12,6,0,HPL,LCD,LCD-23-24,LCD-MONITORS,"Hewlett Packard",https://www.hp.com,https://www.hp.com/us-en/shop/pdp/hp-z24q-g3-qhd-display,"3 Year",,"HP 4Q8N4AA, Z24q G3, 24"" IPS, 2560x1440, 16:9, 5ms, 90Hz, 1xHDMI, 1xDP In, 1xDP Out, USB, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361402/full/1709621753.jpg
II361426,63B3GAR6AU,"LEN LCD 24-63B3GAR6AU",320.00,645,10,10,0,0,LEN,LCD,LCD-23-24,LCD-MONITORS,Lenovo,https://www.lenovo.com/au/en,,"3 Year",,"Lenovo 63B3GAR6AU, ThinkVision P24h-30, 23.8"" IPS WLED QHD Screen, 2560x1440, 16:9, 4ms, USB-C (100W PD), 1xHDMI, 2xDP, USB, 1xRJ45, VESA, Adjustable Height, Tilt, Swivel, Pivot, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361426/full/0/01075541678.jpg
II361429,77Y92AA,"HPL HDS VOYAGER-4310-UC-77Y92AA",178.00,340.95,8,5,3,0,HPL,HDS,HEADSET-WIRELESS,HEADSET-STANDARD,HP/Plantronics,https://www.hp.com,https://www.hp.com/ca-en/shop/product.aspx?id=77y92aa&opt=&sel=acc,"2 Year",,"HP/Poly 77Y92AA, Voyager 4310 UC, Bluetooth Mono Headset, Charging Stand, BT700 Dongle, USB-A, 2 Year Warranty (Works with Mobile and PC)",https://images.auscomp.au/uploads/images/II361429/full/0/01709710506.jpg
II361444,4X31N50708,"LEN KBD ESSEN-G2-WLS-4X31N50708",46.00,53.64,20+,20+,0,0,LEN,KBD,KBD-WIRELESS,#,Logitech,https://www.lenovo.com,https://www.lenovo.com/sg/en/p/accessories-and-software/keyboards-and-mice/keyboard-and-mouse-combos/4x31n50708?orgRef=https%253A%252F%252Fwww.google.com%252F,"3 Year",,"Lenovo 4X31N50708, Essential G2 Keyboard and Mouse Combo, Wireless, 1600dpi, USB, Black, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361444/full/1079953134.jpg
II361446,77Y99AA,"HPL HDS VOYAGER-4320-UC-77Y99AA",195.00,370.95,4,4,0,0,HPL,HDS,HEADSET-WIRELESS,HEADSET-STANDARD,"Hewlett Packard",https://www.hp.com,https://www.hp.com/us-en/shop/pdp/poly-voyager-4320-headset-with-charge-stand,"2 Year",,"HP/Poly 77Y99AA, Voyager 4320 UC, Bluetooth Stereo Headset, Charging Stand, BT700 Dongle, USB-A, 2 Year Warranty (Works with Mobile and PC)",https://images.auscomp.au/uploads/images/II361446/full/0/01709795843.jpg
II361586,RNUC14RVKI300000I,"ASU NUC 14-PRO-RNUC14RVKI300000I",468.00,599,20,20,0,0,ASU,NUC,#,#,Asus,www.asus.com,,"3 Year",,"Asus RNUC14RVKI300000I, 14 Pro, NUC Mini PC, Intel Core 3-100U, DDR5(0/2), M.2(0/2), Wireless AX+Bluetooth, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361586/full/1715311747.jpg
II361587,RNUC14RVKU500000I,"ASU NUC 14-PRO-RNUC14RVKU500000I",607.50,835.45,16,16,0,0,ASU,NUC,#,#,Asus,www.asus.com,,"3 Year",,"Asus RNUC14RVKU500000I, 14 Pro, NUC Mini PC, Intel Core Ultra 5 125H, DDR5(0/2), M.2(0/1), Wireless AX+Bluetooth, No Power Cord, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361587/full/1711526593.jpg
II361588,RNUC14RVKU700000I,"ASU NUC 14-PRO-RNUC14RVKU700000I",805.00,1079,19,19,0,0,ASU,NUC,#,#,Asus,www.asus.com,,"3 Year",,"Asus RNUC14RVKU700000I, 14 Pro, NUC Mini PC, Intel Core Ultra 7-155H, DDR5(0/2), M.2(0/2), Wireless AX+Bluetooth, 3 Year Warranty (Power Cord Included)",https://images.auscomp.au/uploads/images/II361588/full/1711591221.jpg
II361643,UCG-ULTRA-AU,"UBI LAN UCG-ULTRA-AU",177.00,219,10,10,0,0,UBI,LAN,#,#,Ubiquiti,https://ui.com/,https://techspecs.ui.com/unifi/unifi-cloud-gateways/ucg-ultra#datasheet,"2 Year",," Ubiquiti UCG-ULTRA-AU, UniFi Controller Cloud Gateway Ultra, 2 Year Warranty",https://images.auscomp.au/uploads/images/II361643/full/1728007802.jpg
II361644,HL-L5210DN,"BRO PRI HL-L5210DN",266.50,349,2,2,0,0,BRO,PRI,PRI-LASER,PRI-MONO,Brother,https://www.brother.com.au,https://www.brother.com.au/en/printers/all-printers/hl-l5210dn,"1 Year",,"Brother HL-L5210DN, Professional Duplex Laser Printer, Monochrome, Page Per Minute: Up to 48, Wired/USB/ Ethernet, 1 Year Warranty",https://images.auscomp.au/uploads/images/II361644/full/hl-l5210dn_f.jpg
II361648,GA-B650-GAMING-X-AX-V2,"GIG MBD GA-B650-GAMING-X-AX-V2",260.00,371.8,11,11,0,0,GIG,MBD,MBD-SKT-AM5,#,Gigabyte,https://www.gigabyte.com/au,,"3 Year",,"Gigabyte GA-B650-GAMING-X-AX-V2, ATX, AMD AM5, 4xDDR5, 3xM.2, 4xSATA 6Gb/s, RAID, 3xPCIe, 1xHDMI, 1xDP, GbE LAN, Wireless AX+Bluetooth, 1xUSB-C, 4xUSB3.2, 3xUSB2.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II361648/full/0/01710486726.jpg
II361681,MUQW3ZA/A,"APP CAB LIGHTNING-USB-A-1M",23.49,26.36,1,1,0,0,APP,CAB,CAB-APPLE,#,Apple,www.apple.com,,,,"Apple MUQW3ZA/A, USB-A to Lightning Cable, Length: 1m, 1 Year Warranty	",https://images.auscomp.au/uploads/images/II361681/full/202403_muqw3_usb_lightning_1m_npkg.jpeg
II361719,CMK32GX5M2E6000Z36,"COR MEM 5-32GB-CMK32GX5M2E6000Z36",149.00,257,6,6,0,0,COR,MEM,MEM-DESKTOP,MEM-DDR5,Corsair,www.corsair.com,,"7 Year",,"Corsair CMK32GX5M2E6000Z36, Vengeance, DDR5 32GB(2x16GB), 6000MHz, CL36, 1.4V, Grey, Limited Lifetime Warranty",https://images.auscomp.au/uploads/images/II361719/thumbs/250/0cmk32gx5m2e6000z36.jpg
